term, docID
帕特里克·肯尼迪,['1950148']
彼得·怀特,"['1806555', '1950148']"
瓦妮莎·雷德格雷夫,"['1292484', '1950148']"
萝玛拉·嘉瑞,"['1451911', '1950148']"
银行职员,['1293203']
斯威兹,['1293203']
美莉,['1293203']
黛咪,['1293203']
极深,['1293203']
戈德温,"['1293203', '1294766', '1299383', '1305158']"
热情帮助,['1293203']
一幢,"['1293203', '1306666']"
某晚,"['1293203', '1305224', '2295401', '3155477', '3550132']"
看戏,['1293203']
持枪,"['1293203', '1468154', '4133988']"
悲痛欲绝,"['1293124', '1293203', '1866264']"
变作,['1293203']
幕后策划,['1293203']
萨姆所,['1293203']
苦于,"['1293203', '1297447', '1396313', '1428602', '3066739', '3609075']"
同美莉,['1293203']
灵媒,['1293203']
奥塔,['1293203']
取得联系,"['1292484', '1293203']"
到萨姆,['1293203']
接触,"['1293203', '1297068', '1306541', '1307766', '1466007', '1845625', '1870044', '2054024', '2055017', '3268216', '3607666']"
黛米,['1293203']
未了,['1293203']
情未了,['1293203']
人鬼情未了,['1293203']
帕特里克·斯威兹,['1293203']
黛米·摩尔,['1293203']
托尼·戈德温,"['1293203', '1294766', '1299383']"
徐朗,['1927686']
徐峥饰,"['1927686', '2279772']"
七年之痒,"['1927686', '2037012']"
细碎,['1927686']
烦闷,"['1915393', '1927686']"
而复,['1927686']
周而复,['1927686']
周而复始,['1927686']
败下阵来,"['1927686', '2338058']"
捉弄人,['1927686']
愿望,"['1295318', '1299513', '1303173', '1304972', '1305666', '1782006', '1856299', '1927686', '2054024']"
带到,"['1291856', '1291868', '1292212', '1292214', '1293825', '1297102', '1297756', '1303630', '1441238', '1470614', '1864810', '1927686', '1963070', '2157131', '2983389']"
二位,"['1927686', '2334814', '3670447']"
十二位,"['1927686', '2334814', '3670447']"
翩然,['1927686']
翩然而至,['1927686']
坚韧,"['1309069', '1905462', '1927686']"
妖娆,['1927686']
知性,['1927686']
端庄,"['1299769', '1927686']"
二种,['1927686']
十二种,['1927686']
粉红,"['1449381', '1927686']"
女郎,"['1303630', '1309160', '1419581', '1438093', '1787291', '1927686', '1938312', '3792816']"
困惑,"['1293929', '1297052', '1308746', '1309078', '1875313', '1927686', '2346881', '3319755', '3344570']"
张建亚,"['1927686', '2132220']"
束焕,"['1927686', '2279772']"
伊能静,"['1927686', '2279772']"
车永莉,['1927686']
沈星,['1927686']
瞿颖,"['1296436', '1308811', '1927686']"
秦海璐,"['1307681', '1727557', '1927686', '2978951']"
呼叫,"['1927686', '2279772', '3344570']"
呼叫转移,"['1927686', '2279772', '3344570']"
爱情呼叫转移,['1927686']
生母,"['1302061', '1305690', '1308749', '1782142', '3805953']"
阿飞,['1305690']
旭仔,['1305690']
大成,"['1291818', '1305690', '1419969', '1428578', '1819388']"
长大成人,"['1291818', '1305690', '1419969', '1428578', '1819388']"
缺失,"['1300528', '1305690']"
比喻,['1305690']
无根,['1305690']
无根鸟,['1305690']
当当,['1305690']
无力感,['1305690']
南洋,['1305690']
苏丽珍且,['1305690']
与旭仔,['1305690']
今,"['1294114', '1305690', '1477894', '2154096']"
超仔,['1305690']
菲律宾,"['1305690', '1307315']"
改写,"['1300220', '1305690', '2018131', '4133988']"
阿飞正传,['1305690']
尕,['1308857']
张磊,['1308857']
藏羚,['1308857']
羚羊,"['1308857', '1857099']"
藏羚羊,['1308857']
猎杀,"['1301746', '1308857', '1857099']"
考察团,['1308857']
可可,"['1301948', '1308857', '1388175', '1867335', '2148257']"
可可西,['1308857']
可可西里,['1308857']
寒冷,"['1308857', '1369747', '1855834']"
空气,"['1306809', '1308857', '1466007', '1848925', '2357719']"
稀薄,['1308857']
空气稀薄,['1308857']
含氧,['1308857']
氧量,['1308857']
含氧量,['1308857']
极低,"['1308857', '1865561']"
禁区,"['1308857', '3041294']"
狂暴,"['1308857', '1477448', '1478064']"
巡山,['1308857']
被盗,"['1292344', '1295873', '1296011', '1300069', '1308857', '2357711', '3287562', '3289086']"
悲惨,"['1291562', '1308857', '1998799', '3805953', '4133814', '4312232']"
猎者,['1308857']
逃走,"['1295469', '1296778', '1297223', '1297995', '1308833', '1308857', '1917074', '1947549']"
剩,"['1292226', '1298898', '1300945', '1308857', '1431947']"
嶙峋,['1308857']
份,"['1297068', '1308857', '3120852']"
皮毛,['1308857']
自然环境,"['1302827', '1308857']"
抗争,"['1291992', '1298653', '1305666', '1307043', '1308857']"
生死考验,['1308857']
多布杰,['1308857']
张垒,"['1308288', '1308857']"
奇道,['1308857']
赵雪莹,['1308857']
马占林,['1308857']
赵一穗,['1308857']
七,"['1292704', '1295399', '1309004', '1401205', '2157130', '2181930', '2969282', '3718447']"
八十,"['1293818', '1307781', '1309004', '1937401']"
八十年,"['1309004', '1937401']"
十年代,"['1294371', '1309004', '1428175', '1937401', '3647523']"
八十年代,"['1309004', '1937401']"
河南,['1309004']
古城,"['1309004', '2044089']"
安阳,['1309004']
五口,['1309004']
之家,"['1309004', '1436900']"
五口之家,['1309004']
冯瓅,"['1309004', '1441238', '1788392', '3607666', '4896263']"
吕玉来,['1309004']
转型,"['1309004', '3053521']"
二十,"['1292208', '1293414', '1294371', '1297747', '1304530', '1307766', '1309004', '1393859', '1781126', '2054026', '2132932', '3018123', '3053521']"
十出,['1309004']
出头,"['1309004', '2978224']"
二十出,['1309004']
二十出头,['1309004']
看起,"['1309004', '1788392']"
看起来,"['1309004', '1788392']"
清瘦,['1309004']
文静,['1309004']
刚烈,['1309004']
执拗,"['1309004', '2154096']"
无情,"['1293399', '1294638', '1307681', '1309004', '2154859']"
听天由命,"['1292396', '1309004']"
三四,"['1294963', '1309004']"
二十三,"['1309004', '2132932']"
十三四,"['1294963', '1309004']"
三四岁,"['1294963', '1309004']"
二十三四岁,['1309004']
得病,['1309004']
落下,"['1291990', '1292234', '1309004', '1867335', '3006302']"
轻微,['1309004']
脑疾,['1309004']
关爱,"['1309004', '4062922']"
多一层,['1309004']
经人介绍,['1309004']
精明,"['1309004', '1899125', '3718447']"
跛脚,['1309004']
满意,"['1303037', '1309004', '1431946', '1434184', '1937401', '2297275', '3011091', '3011093']"
七八,"['1309004', '1474185']"
八岁,"['1296384', '1309004', '1390021', '1850963', '3008247']"
十七八,['1309004']
七八岁,['1309004']
十七八岁,['1309004']
内心世界,"['1292504', '1309004', '1390020', '1474405']"
过于,"['1309004', '1309016', '1464368', '2078864']"
某件事,['1309004']
家门,"['1292049', '1308776', '1309004']"
所获,['1309004']
面目全非,"['1291850', '1309004', '2072478']"
顾长卫,"['1309004', '3036997']"
李樯,"['1309004', '1794435', '3036997']"
吕聿来,['1309004']
黄梅,['1309004']
黄梅莹,['1309004']
刘冠成,['1309004']
安静,"['1291562', '1296011', '1309004', '1763134']"
谨维,"['1309004', '1419969']"
孔雀,['1309004']
于谨维,"['1309004', '1419969']"
二十年,"['1294371', '1297747', '1304530']"
前有,"['1295965', '1297747', '3279107']"
黄金,"['1297747', '1301345', '1418640', '1499008', '1585146', '1790577', '1829654', '1873750', '1926007']"
右脚,['1297747']
黄金右脚,['1297747']
之称,"['1297747', '1898223', '4062922']"
强雄,['1297747']
而断,['1297747']
名誉,['1297747']
扫地,"['1295374', '1297018', '1297747']"
名誉扫地,['1297747']
明锋,['1297747']
脚力,['1297747']
足球,"['1297747', '1309184', '1309203', '2326212', '4739952']"
杯,"['1297747', '1428878']"
大赛,"['1291565', '1292704', '1297747', '1298644', '1300960', '1434184', '1819388', '2277018', '3074503']"
足球大赛,['1297747']
星找,['1297747']
少林,"['1294561', '1296837', '1297747', '1408312', '4097023']"
少林寺,"['1294561', '1297747', '4097023']"
习武,"['1292704', '1297747', '2277018']"
平庸,"['1297747', '1308746', '3036997']"
消磨,"['1297747', '3560787']"
光,"['1297747', '1301459', '1308777', '1431699', '1498831']"
潜在,['1297747']
历练,['1297747']
名副其实,"['1297747', '1905462']"
队,"['1297747', '1308855', '1428578', '1433673', '1986338', '2295401', '2357703', '4151110']"
太极,"['1294561', '1297747', '1304972', '1306939']"
馒头,['1297747']
令星,['1297747']
敬佩,['1297747']
之成,['1297747']
星为,['1297747']
样貌,"['1291554', '1297747', '1477894', '1914652']"
奇丑,['1297747']
表露,"['1297747', '1482911', '2027938', '3445526']"
屡战,['1297747']
屡捷,['1297747']
杀进,['1297747']
决赛,"['1297747', '1298644']"
卫冕,['1297747']
谢贤,"['1297747', '1299288', '1478186']"
魔鬼,"['1292208', '1292728', '1297747', '1298909', '1299745', '1303203', '1309136', '1927369', '2295401']"
耍,['1297747']
阴,['1297747']
招令,['1297747']
节节,"['1297747', '1307332', '1307847']"
败退,"['1297747', '1307332', '1307847']"
节节败退,"['1297747', '1307332', '1307847']"
卢薇,['1297747']
美林,"['1297747', '3882715']"
莫美林,['1297747']
李卉,['1297747']
少林足球,['1297747']
法力,"['1292212', '1295229', '2153527']"
永生,"['1292212', '1997679']"
梅姬,['1292212']
心爱,"['1292212', '1304641', '1307740', '1308854', '1323749', '1468155', '1578507', '2018131', '2253613', '3262939', '3268216', '3732780', '4888039']"
凡间,"['1292212', '1299643', '1308338', '1400665', '3928370']"
动人,"['1292212', '1293377', '1293929', '1304056', '1304641', '1309055', '1393479', '1433360', '1449381', '1863955', '1997685']"
塞伯宁维姆,['1292212']
文德斯,"['1291558', '1292212', '1292504', '1302061', '2027945']"
赖廷格,['1292212']
达娜,"['1292212', '1293399', '1304608', '3287562']"
布劳尔,"['1292212', '1945330', '2153526']"
弗兰茨,"['1291859', '1292212']"
默林,"['1292212', '2028647']"
丹普夫,['1292212']
朗达,"['1292212', '1292348']"
多森,"['1292212', '1607471']"
奈杰尔,"['1292212', '1294766', '1307542']"
吉布斯,"['1291579', '1292212', '1296992', '1307542']"
普奇,['1292212']
劳里,"['1291574', '1291575', '1292212', '1499148']"
奥伯特,['1292212']
帕特森,"['1291562', '1292212', '1293708', '1308753', '1922273', '2350904']"
库鲁普,['1292212']
金森,"['1292212', '1308777', '1947549']"
斯蒙德,"['1291822', '1292212', '1297018']"
奥康奈,"['1292212', '1806543']"
林德伯格,"['1292212', '1299383']"
Hillman,['1292212']
Kristina,"['1292212', '1293050']"
Malota,"['1292212', '1293050']"
翘征,['1292212']
Tyndall,['1292212']
Kylie,['1292212']
伦尼,"['1292212', '1295686']"
Frankel,['1292212']
Steve,"['1292212', '1294136', '1300618', '1308838', '1309055', '3287562']"
Mora,"['1292212', '1293167']"
天使之城,['1292212']
安德鲁·布劳尔,"['1292212', '1945330', '2153526']"
丹尼斯·弗兰茨,['1292212']
乔安娜·默林,['1292212']
莎拉·丹普夫,['1292212']
朗达·多森,['1292212']
奈杰尔·吉布斯,"['1292212', '1307542']"
约翰·普奇,['1292212']
劳里·约翰逊,"['1292212', '1499148']"
克里斯蒂安·奥伯特,['1292212']
杰·帕特森,['1292212']
希希尔·库鲁普,['1292212']
布莱恩·马克金森,"['1292212', '1947549']"
伯纳德·怀特,"['1292212', '1302467', '1304141']"
丹·戴斯蒙德,"['1292212', '1297018']"
迪尔德丽·奥康奈尔,['1292212']
金·墨菲,['1292212']
查德·林德伯格,"['1292212', '1299383']"
亚历山大·福克,['1292212']
SidHillman,['1292212']
KristinaMalota,"['1292212', '1293050']"
威廉·斯坦福德·戴维斯,['1292212']
尼克·奥弗曼,"['1292212', '1309027']"
KeatonTyndall,['1292212']
KylieTyndall,['1292212']
艾米·布伦尼曼,"['1292212', '1295686']"
AndrewFrankel,['1292212']
SteveMora,['1292212']
伊丽莎白·苏,['1292212']
清晨,"['1299243', '1309172', '1325958', '1329562', '1337286', '1440703']"
AE86,['1329562']
秋,"['1294927', '1329562', '1800597', '2157130']"
名山,['1329562']
漂移,['1329562']
快得,['1329562']
豆腐,"['1329562', '1997681']"
豆腐店,['1329562']
拓海,['1329562']
藤,"['1306808', '1329562']"
旅店,"['1307696', '1329562']"
拓海想,['1329562']
阿木,['1329562']
杜文泽,['1329562']
家开,['1329562']
加油,"['1329562', '4739952']"
加油站,['1329562']
中里毅,['1329562']
车队,['1329562']
里毅,['1329562']
过头,['1329562']
打听,"['1293929', '1297102', '1329562']"
小春,"['1304970', '1305179', '1307702', '1329562', '1433736', '1464338', '1863923']"
陈小春,"['1305179', '1329562', '1433736', '1464338', '1863923']"
津村,['1329562']
幸,"['1329562', '2357707']"
刘畊宏,"['1329562', '1950525']"
头文字,['1329562']
头文字D,['1329562']
津村和幸,['1329562']
阿部力,['1329562']
经典,"['1291582', '1291842', '1293399', '1308751', '1309027', '1470591', '1845625', '1946882', '2032236', '2154868', '2212156', '3007826', '3882715', '3928370']"
虚拟,"['1292347', '1293555', '1309027', '3908423']"
罪恶,"['1291879', '1292222', '1300618', '1309027', '1860528', '1938312', '2027938', '2032236', '4133814']"
暴徒,"['1300618', '1309027']"
摧毁,"['1291585', '1292267', '1293013', '1300528', '1301445', '1302467', '1308752', '1309027', '2051007', '2131654', '2286642']"
罪城,['1309027']
容貌,"['1303630', '1304708', '1308751', '1309027', '1412579', '1917577']"
火爆,"['1294240', '1297862', '1307690', '1309027', '3314870']"
马福,['1309027']
米基,"['1292229', '1309027', '1325958', '1835843', '3007826', '3066739', '3279080']"
歌蒂,['1309027']
一夜情,"['1291833', '1304337', '1309027', '1396313', '1468155', '2279772', '4111416', '4145476']"
从未有过,['1309027']
温蒂,"['1292225', '1309027']"
......,"['1291564', '1297447', '1304485', '1304677', '1309027', '1394324', '1470600', '1756584', '1873750', '1966464', '4300525']"
狙杀,['1309027']
整容,"['1309027', '1763132', '2037796']"
他成,['1309027']
教训,"['1309027', '1464540', '2976123', '4739952']"
纠缠不清,['1309027']
前男友,"['1299680', '1300528', '1308520', '1308819', '1309027', '1438093', '1890157']"
倾向,"['1294621', '1309027']"
杰奇,['1309027']
帮派,"['1292262', '1293867', '1309027', '1325399', '1478926', '3026357', '3155477']"
老城,['1309027']
协议,"['1294362', '1302467', '1303139', '1309021', '1309027', '1477894', '1966464', '2028647']"
芭,"['1298346', '1307697', '1309027', '1309084', '1309103', '1457218', '2054024', '2368641', '3190880', '3990470']"
道森,"['1295280', '1309027', '1607471', '1759386', '2969282']"
阿丽,"['1292055', '1299745', '1309027', '1309203']"
克西,"['1293530', '1301726', '1308767', '1309027', '1309203', '2297265', '3157605']"
克西斯,"['1309027', '1309203']"
青木,"['1309027', '1915403']"
鲍沃斯,"['1309027', '1410556']"
Dashnaw,['1309027']
古奇诺,"['1309027', '1578503', '1972698']"
鲁格,"['1309027', '1309069']"
Hickey,['1309027']
尼基,"['1305903', '1308620', '1309027', '1793903', '1867345']"
麦克劳,['1309027']
克劳德,"['1291842', '1291859', '1292207', '1296753', '1309027', '1325958', '3157605']"
麦克劳德,['1309027']
米德尔,"['1291584', '1309027']"
马可,['1309027']
佩雷拉,['1309027']
斯塔尔,"['1292268', '1293167', '1299362', '1305333', '1309027', '1309163', '1866475', '1927369', '2144242', '3552028']"
Rico,['1309027']
Torres,['1309027']
麦肯,"['1291573', '1309027', '1417598', '1457218']"
韦加,"['1309027', '1417598']"
华纳,['1309027']
Sammy,['1309027']
Harte,['1309027']
恩爱,"['1308543', '1309027']"
德森,['1309027']
Texas,['1309027']
彭妮,['1309027']
罪恶之城,['1309027']
杰西卡·阿尔芭,"['1309027', '1309103', '2368641']"
克里夫·欧文,"['1304102', '1308974', '1309027', '1478064']"
本尼西奥·德尔·托罗,"['1292214', '1301171', '1308599', '1309027']"
罗莎里奥·道森,"['1295280', '1309027', '2969282']"
布莱特妮·墨菲,"['1307853', '1309027', '1760027', '1890157']"
米基·洛克,"['1309027', '3007826', '3066739', '3279080']"
阿丽克西斯·布莱德尔,"['1309027', '1309203']"
戴文·青木,['1309027']
鲍沃斯·布斯,['1309027']
JeffreyJ.Dashnaw,['1309027']
杰森·道格拉斯,['1309027']
卡拉·古奇诺,"['1309027', '1578503', '1972698']"
鲁格·豪尔,"['1309027', '1309069']"
DavidH.Hickey,['1309027']
尼基·凯特,"['1308620', '1309027']"
伊桑·曼尼奎斯,['1309027']
约翰·麦克劳德,['1309027']
克拉克·米德尔顿,"['1291584', '1309027']"
弗兰克·米勒,['1309027']
伊桑·瑞恩斯,['1309027']
马可·佩雷拉,['1309027']
兰德尔·瑞德,['1309027']
玛丽·谢尔顿,['1309027']
尼克·斯塔尔,"['1305333', '1309027']"
保罗·T·泰勒,['1309027']
肯·托马斯,"['1309027', '2223596']"
RicoTorres,['1309027']
麦肯兹·韦加,"['1309027', '1417598']"
阿里·维文,['1309027']
克里斯·华纳,['1309027']
杰西卡·黑尔,['1309027']
SammyHarte,['1309027']
劳伦伊莱恩爱德森,['1309027']
艾米·罗宾,['1309027']
罗伯特·罗德里格兹,['1309027']
彭妮·维塔尔,['1309027']
凯瑟琳·威利斯,['1309027']
约克郡,['4023638']
公爵,"['1304485', '1304641', '2223596', '2230906', '4023638']"
Colin,"['1291836', '1293964', '1301174', '1303246', '2044089', '2295401', '3078386', '4023638']"
Firth,"['1291836', '1301174', '3078386', '4023638']"
因患,['4023638']
口吃,['4023638']
公众,"['2028666', '2301701', '2336737', '2369549', '4023638']"
演讲,"['1607471', '1947549', '4023638']"
丢丑,['4023638']
贤惠,"['1474185', '2153527', '4023638']"
寻访,['4023638']
名医,"['3628370', '4023638']"
奏效,"['1293460', '4023638']"
慕名,['4023638']
语言,"['1295120', '1304102', '1304643', '1306939', '1781621', '1788392', '1829654', '3006302', '3102668', '4023638']"
治疗师,"['3244162', '4023638']"
宅邸,"['1439579', '3813779', '4023638']"
招法,['4023638']
不感兴趣,['4023638']
诊疗,['4023638']
不欢而散,"['1291842', '3198015', '3289086', '4023638']"
朗读,['4023638']
莎翁,"['1300220', '4023638']"
流利,['4023638']
克服,"['1302467', '1307847', '1437342', '1498604', '1578685', '1949812', '1962116', '1997685', '2157130', '4023638']"
障碍,"['1291833', '1292267', '1294638', '1306154', '1401535', '1436900', '1484760', '1949328', '1962116', '1997685', '3006302', '4023638']"
五世,['4023638']
驾崩,"['1418605', '1431946', '4023638']"
退位,['4023638']
临危,"['1293124', '3546019', '4023638']"
临危受命,"['1293124', '4023638']"
六世,"['3606975', '4023638']"
鼓舞人心,['4023638']
霍伯,['4023638']
刚本,"['1291544', '1296078', '1309055', '1433330', '1457217', '1759386', '4023638']"
莫西,"['1291544', '1292973', '1294950', '1295384', '1297018', '1299383', '1304608', '1308755', '1309055', '1401533', '1401535', '1433330', '1478064', '1607471', '1820145', '1837856', '1917074', '3120852', '4023638']"
斯波,"['1291544', '1292973', '1299383', '1308755', '1309055', '1433330', '1806555', '1820145', '4023638']"
艾莉,"['1301174', '1307181', '1309163', '3319755', '4023638']"
国王的演讲,['4023638']
迈克尔·刚本,"['1291544', '1296078', '1309055', '1433330', '1457217', '1759386', '4023638']"
蒂莫西·斯波,"['1291544', '1292973', '1299383', '1309055', '1433330', '1820145', '4023638']"
詹妮弗·艾莉,"['1301174', '4023638']"
德里克·雅各比,"['1293530', '1422920', '4023638']"
安东尼·安德鲁斯,['4023638']
克莱尔·布鲁姆,['4023638']
陈捍东,['1308076']
蓝宇,['1308076']
始于,['1308076']
性交,"['1306317', '1308076', '1308854']"
性交易,"['1306317', '1308076']"
所迫,"['1292279', '1308076', '1308620']"
肉体,"['1292270', '1308076', '1308854', '1890157', '2295401', '3268216', '3550132']"
情场,"['1294262', '1308076', '2181930', '3250377']"
老手,"['1308076', '2976123']"
惯,['1308076']
花花,"['1299513', '1300064', '1302476', '1305279', '1308076', '1308858', '1309172', '1325399', '1468154', '1790373', '2078864', '2212156', '3078609']"
花花公子,"['1300064', '1305279', '1308076', '1309172', '1325399', '1790373', '2078864', '2212156', '3078609']"
特别,"['1291877', '1293359', '1295686', '1296157', '1300303', '1302061', '1307315', '1308076', '1393479', '1418019', '1455979', '1477894', '1817169', '2279152', '3006302']"
怦然,"['1291990', '1308076', '3319755']"
怦然心动,"['1291990', '1308076', '3319755']"
敢肯定,['1308076']
不敢肯定,['1308076']
求证,['1308076']
错觉,"['1308076', '1325399']"
人海,"['1308076', '1837856', '2043546']"
茫茫人海,"['1308076', '1837856']"
观者,"['1294194', '1308076', '1308751', '2148391']"
旁观者,"['1294194', '1308076']"
唏嘘,"['1292216', '1308076', '1308751', '3053521']"
感叹,"['1291833', '1308076', '1421809', '4822848']"
难,"['1296837', '1300300', '1301174', '1308076', '1468155', '1482394', '1883755', '4822848']"
质量,['1308076']
捍东,['1308076']
正属,['1308076']
稀少,['1308076']
类人,['1308076']
显,"['1308076', '2154859', '3006302']"
珍贵,"['1308076', '1308777', '1308838', '2279152', '3560787']"
关锦鹏,"['1293414', '1299288', '1308076']"
魏绍恩,['1308076']
苏瑾,['1308076']
李华彤,['1308076']
卢芳,['1308076']
永宁,['1308076']
赵敏芬,['1308076']
张永宁,['1308076']
姚远,['1303173']
周北雁,['1303173']
刘蓓饰,['1303173']
钱康,['1303173']
梁子,"['1298040', '1303173']"
何冰饰,['1303173']
业者,['1303173']
职业者,['1303173']
自由职业者,['1303173']
奇想,"['1303173', '1323749', '3420455', '3670447']"
突发奇想,"['1303173', '3420455']"
开办,['1303173']
一日游,['1303173']
想成,['1303173']
梦想成真,['1303173']
接踵而至,"['1303173', '1578507', '1945549', '3011308']"
现有,"['1293929', '1303173', '2301701']"
转弯,"['1303173', '3344570']"
大转弯,['1303173']
富贵,"['1303173', '1304854', '1306951', '1864810', '3077668']"
厨子,"['1303173', '2978951']"
守口如瓶,['1303173']
铮铮,['1303173']
铁汉,['1303173']
铮铮铁汉,['1303173']
忙碌,"['1298653', '1303173', '1304397', '1309203', '1474185', '2976111', '3008247']"
扮演,"['1303173', '1428578', '1829654', '2028647', '4249355', '4739952']"
场景,"['1296384', '1303173', '1309163', '2286642']"
真情,"['1292218', '1298112', '1299362', '1300220', '1303173', '1304624', '1307739', '1308620', '1433577', '1786743', '1863941', '2230888']"
过得,"['1293359', '1297756', '1303173', '1806555', '4739952']"
有味,['1303173']
有滋有味,['1303173']
刘蓓,"['1296253', '1302769', '1303173', '1305703']"
何冰,"['1296253', '1303173', '1303485']"
李琦,"['1296436', '1303173', '1997681']"
叶京,['1303173']
孟赫,['1303173']
马永玲,['1303173']
孙桂田,['1303173']
李伟建,['1303173']
甲方,['1303173']
乙方,['1303173']
甲方乙方,['1303173']
王小柱,"['1303173', '1305703']"
富裕,"['1291575', '1302476', '1304972', '1305713', '1316513', '1478064', '1997681', '3607666', '4059245']"
一屋,['1291575']
玩偶,['1291575']
胡迪,['1291575']
当小,['1291575']
出门,"['1291575', '1291856', '1295374', '1297018', '1304708', '1307542', '1431947', '1483507']"
出门在外,['1291575']
自成,['1291575']
玩意,"['1291575', '1297131', '1301169']"
战警,"['1291575', '1295250', '1305724', '1401524']"
长相,"['1291575', '1291579', '1296992', '1390020', '1863941', '1979063', '2149804', '3078386', '4888039']"
功能,"['1291575', '1294638', '1298644', '1300566', '1474185', '3011049']"
令小,['1291575']
释手,['1291575']
爱不释,['1291575']
爱不释手,['1291575']
千方,"['1291575', '1304854', '1325958', '1781636', '1878360', '2209368', '2350904']"
百计,"['1291575', '1304854', '1325958', '1781636', '1878360', '2209368', '2350904', '3103678']"
千方百计,"['1291575', '1304854', '1325958', '1781636', '1878360', '2209368', '2350904']"
赶走,"['1291575', '1298346', '1298759', '1303184', '1468155', '1499008', '1786742']"
不小,"['1291575', '1292218', '1301578', '1303139', '1309055', '1433673', '2132220']"
一不小心,"['1291575', '1309055', '2132220']"
窗口,"['1291575', '1308854', '1963067']"
恶狗,['1291575']
狂吠,['1291575']
虐待,"['1291575', '1292229', '1307748', '1308833']"
虐待狂,['1291575']
化敌,"['1291575', '1298898']"
化敌为友,"['1291575', '1298898']"
消灾,['1291575']
解难,"['1291575', '1307690']"
乔斯,"['1291575', '1291937', '1767042', '3279080']"
韦登,['1291575']
索科洛,"['1291575', '1302061', '1304608', '1308776', '1760104']"
里克斯,"['1291574', '1291575', '1297102', '1309172', '1858711', '2223596']"
法尼,"['1291574', '1291575']"
卡夫,"['1291574', '1291575', '1474185', '1851906']"
梅特卡夫,"['1291574', '1291575']"
安杰尔,"['1291575', '1291579', '1294766', '1299513']"
法玛尔,['1291575']
玩具总动员,['1291575']
蒂姆·艾伦,"['1291574', '1291575', '1858711']"
唐·里克斯,"['1291574', '1291575', '1858711']"
吉姆·法尼,"['1291574', '1291575']"
安妮·波茨,"['1291574', '1291575']"
约翰·莫里斯,"['1291574', '1291575']"
劳里·梅特卡夫,"['1291574', '1291575']"
佩恩·吉列特,['1291575']
杰克·安杰尔,"['1291575', '1291579', '1294766', '1299513']"
黛比·德里贝里,"['1291575', '1294766', '1299513']"
比尔·法玛尔,['1291575']
斯科特·麦克菲,['1291575']
菲尔·普洛克特,"['1291575', '1294766', '1299513']"
约翰·拉塞特,['1291575']
卢卡·佩洛斯,['1291575']
男女之间,['1308974']
娜塔丽,"['1294362', '1308974', '1309078', '1433330', '1863955']"
丹对,['1308974']
炽热,['1308974']
灵感,"['1294136', '1300220', '1308831', '1308974', '1396313', '3732780']"
随之而来,"['1295399', '1308974', '1419936', '3262939']"
Julia,"['1292344', '1293050', '1295865', '1295965', '1303010', '1308974', '1449381', '2033822', '2368641']"
Roberts,"['1292344', '1293050', '1293317', '1295965', '1299131', '1303010', '1303246', '1307332', '1308974', '2033822', '2368641', '3041294']"
Clive,"['1308974', '1478064']"
Owen,"['1302303', '1308974', '1393479', '1478064', '2297275']"
瓜葛,['1308974']
未必,['1308974']
想念,"['1291937', '1297052', '1297995', '1308974', '2082013']"
崔克,"['1291833', '1298525', '1308974', '1436870', '1792928', '1835843', '2257732']"
马柏朱,['1308974']
斯廷顿,"['1308974', '1309160', '1578507']"
Hobbs,['1308974']
偷心,['1308974']
科林·斯廷顿,"['1308974', '1309160', '1578507']"
NickHobbs,['1308974']
广州,"['1291850', '1293475', '1297863', '2286012', '4888039']"
苏灿,['1297863']
考取,"['1297863', '1477894', '1915312']"
状元,"['1297863', '2153527', '2156704']"
武状元,['1297863']
沦为,"['1293530', '1293964', '1295399', '1295965', '1297863', '1298759', '1307739', '3754946']"
丐帮,"['1297863', '1478186', '1863941']"
长老,"['1295399', '1297304', '1297863', '1309078', '2222995']"
教主,"['1297863', '1299059', '4323732']"
入主,['1297863']
天理,['1297863']
天理教,['1297863']
太乙,"['1297863', '2277018']"
真人,"['1291585', '1291838', '1293475', '1293765', '1297863', '1299383', '1307315', '1308338', '1309184', '1441602', '1796053', '3103678', '4164444']"
帮主,"['1295469', '1297863', '1308722', '1308833', '1863941', '2154868', '3754946']"
棒法,['1297863']
打狗棒,['1297863']
打狗棒法,['1297863']
失传,['1297863']
四分,"['1297863', '1304972', '1478064']"
四分五,"['1297863', '1304972', '1478064']"
四分五裂,"['1297863', '1304972', '1478064']"
群龙,['1297863']
群龙无首,['1297863']
如霜,['1297863']
暗中帮助,"['1297863', '1900841', '4323732']"
传功,['1297863']
传功长老,['1297863']
选中,"['1297863', '1395776', '1400665']"
苏灿为,['1297863']
传以,['1297863']
打狗律,['1297863']
要诀,['1297863']
学艺,"['1297863', '1963067']"
奋力,"['1294194', '1296717', '1297863', '1300498', '1307739', '1464368', '1947549', '1997679']"
徐少强,"['1297863', '1303184', '1307868', '3642866', '4323732']"
拥兵,['1297863']
狩猎,"['1297478', '1297863', '1949761']"
行刺,"['1295485', '1297863']"
走露,['1297863']
传到,"['1297863', '1851906']"
耳中,['1297863']
苏灿耳中,['1297863']
陈建忠,"['1295485', '1296201', '1297068', '1297763', '1297863', '1299624', '1308811']"
林威,"['1297447', '1297863', '1300265', '3777800']"
丹瑞,"['1295469', '1297863', '3804470']"
郑丹瑞,"['1295469', '1297863', '3804470']"
陈慧仪,['1297863']
乞儿,['1297863']
武状元苏乞儿,['1297863']
宁采臣,"['1296629', '1297447']"
收账,['1297447']
