term, docID
苗翠花,"['1295485', '1297763', '2286012']"
萧芳芳,"['1295485', '1297763']"
上败,['1297763']
下阵,['1297763']
颜面,['1297763']
面无,"['1292348', '1297763']"
无光,"['1297763', '1428602']"
颜面无光,['1297763']
方大玉,['1297763']
李小环,['1297763']
即派,['1297763']
接方大玉,['1297763']
世玉为,['1297763']
雷家,['1297763']
回门,['1297763']
方德,"['1297763', '2286012']"
元奎,"['1295485', '1297068', '1297763', '1298644', '1300608', '1303139', '1308811']"
蔡康永,['1297763']
陈松勇,"['1294194', '1296837', '1297763', '1306541']"
胡慧中,['1297763']
郑少秋,"['1295485', '1297763', '2154868']"
俞立文,['1297763']
红梅,['1297763']
刘红梅,['1297763']
执业,['1297544']
翻地,"['1297544', '1300374', '1304608', '2032236', '2147854', '3279107']"
天翻地覆,"['1297544', '1300374', '1304608', '2032236', '2147854', '3279107']"
权重,['1297544']
位高权重,['1297544']
国会,"['1294362', '1297544', '1307181', '3066739']"
议员,"['1297544', '2357703']"
会议员,['1297544']
国会议员,['1297544']
光盘,['1297544']
袋子,['1297544']
NSA,['1297544']
害群之马,['1297544']
施加,['1297544']
起诉,"['1293414', '1297544', '3312344']"
马可尼,['1297544']
哈克曼,['1297544']
雷吉娜,"['1297544', '1307181']"
凯洛,['1297544']
劳恩,['1297544']
公敌,['1297544']
国家公敌,['1297544']
吉恩·哈克曼,['1297544']
莉莎·博内特,['1297544']
雷吉娜·金,"['1297544', '1307181']"
劳拉·凯洛蒂,['1297544']
劳恩·迪恩,['1297544']
加布里埃尔·伯恩,"['1292214', '1297544']"
詹姆斯·勒格罗,['1297544']
博德希·埃夫曼,['1297544']
安娜·冈,['1297544']
加斯查·华盛顿,['1297544']
建筑师,"['1305903', '1474180', '1474185', '1796053']"
迈可,['1474185']
天伦,['1474185']
之乐,['1474185']
天伦之乐,['1474185']
迈可正,['1474185']
莫蒂,['1474185']
当迈,['1474185']
件,"['1474185', '2123510']"
繁琐,['1474185']
随心,"['1308480', '1449381', '1474185', '1949328']"
心所,"['1308480', '1449381', '1474185', '1949328']"
所欲,"['1308480', '1449381', '1474185', '1949328']"
随心所欲,"['1308480', '1449381', '1474185', '1949328']"
乱七八糟,['1474185']
弥留,['1474185']
弥留之际,['1474185']
告诫,"['1316580', '1474185', '1484760']"
坦诺,['1474185']
卡西迪,"['1301459', '1474185', '2124586', '3007826']"
蒙克,['1474185']
隆巴多,['1474185']
珍娜,"['1309020', '1309203', '1474185', '1829230', '2357708']"
克拉默,['1474185']
赫利希,['1474185']
Ireesha,['1474185']
Emilio,"['1292216', '1474185']"
Cast,['1474185']
尼塞,"['1305333', '1474185']"
Elliott,"['1471507', '1474185']"
桃乐丝,['1474185']
Insul,['1474185']
Abra,"['1401533', '1474185']"
Chouinard,"['1401533', '1474185']"
克莱斯特,"['1474185', '2072478']"
塞森,['1474185']
人生遥控器,['1474185']
大卫·哈塞尔霍夫,['1474185']
亨利·温克勒,['1474185']
约瑟夫·卡斯坦诺,['1474185']
洛琳·尼科尔森,['1474185']
凯蒂·卡西迪,"['1474185', '2124586']"
卡梅隆·莫纳汉,['1474185']
瑞秋·德拉彻,['1474185']
苏菲·蒙克,['1474185']
米歇尔·隆巴多,['1474185']
珍娜·克拉默,['1474185']
西德尼·甘尼斯,['1474185']
弗兰克·克拉斯,['1474185']
提姆·赫利希,['1474185']
EmilioCast,['1474185']
莉莉·莫·辛,"['1422920', '1474185']"
卡罗琳·赫尼塞,"['1305333', '1474185']"
ElliottCho,['1474185']
RobertJones,['1474185']
桃乐丝·奥里奥丹,['1474185']
SallyInsul,['1474185']
AbraChouinard,"['1401533', '1474185']"
珍·约翰逊,['1474185']
特雷西·金,['1474185']
比利·斯洛特,"['1474185', '2357708']"
克莱斯特·塞森,['1474185']
中年男子,"['1308865', '1316580']"
大修,['1308865']
崔岷,"['1308865', '1412579']"
植饰,"['1308865', '1412579']"
回家路上,['1308865']
寻死,['1308865']
看电视,"['1308865', '3077668']"
三餐,['1308865']
煎,['1308865']
饺,['1308865']
锻炼身体,['1308865']
牢中,['1308865']
挖通,['1308865']
寿司,['1308865']
女店员,['1308865']
姜惠贞饰,['1308865']
同窗,"['1304530', '1308865']"
监狱看守,['1308865']
吴达,['1308865']
庶饰,['1308865']
李有,"['1308865', '1477894']"
刘智泰,"['1308865', '1412579']"
朴赞郁,"['1308865', '1412579']"
黄肇允,['1308865']
林俊亨,['1308865']
加仑,['1308865']
岭,['1308865']
岸信,['1308865']
崔岷植,"['1304972', '1308865', '1412579']"
姜惠贞,"['1308865', '1412579']"
吴达洙,"['1308865', '1412579', '1763134']"
李胜欣,"['1308865', '1412579']"
尹珍序,"['1308865', '1412579']"
池,['1308865']
大汉,"['1308865', '3607666']"
吴泰景,['1308865']
柳演,['1308865']
李代延,"['1308865', '1412579']"
吴光禄,"['1308865', '1412579']"
朴明申,"['1308865', '1412579']"
龙伊,['1308865']
麦康诺希,['1308865']
桑顿,"['1308865', '3011049']"
老男孩,['1308865']
池大汉,['1308865']
柳演锡,['1308865']
玛丽·德文,['1308865']
克里斯平·弗里曼,['1308865']
史蒂夫·克莱默,['1308865']
迈克尔·麦康诺希,['1308865']
柯克·桑顿,['1308865']
九十年,['1428175']
九十年代,['1428175']
塞拉利昂,['1428175']
摧残,['1428175']
地道,"['1297659', '1428175', '3033864']"
战争贩子,['1428175']
倒卖,['1428175']
战区,['1428175']
渔夫,"['1299889', '1428175', '1431719']"
所罗门,"['1428175', '3011049']"
极品,['1428175']
叛军,"['1305333', '1308811', '1428175']"
战乱,"['1299889', '1304972', '1428175', '1949761']"
战地记者,['1428175']
麦迪,['1428175']
里维特,['1428175']
哈雷伍,['1428175']
血钻,['1428175']
大卫·哈雷伍德,['1428175']
史蒂芬·柯林斯,['1428175']
一个系列,['3882715']
戏说,"['2154868', '3882715']"
关中,['3882715']
七俠,['3882715']
汇聚,"['1292347', '1837856', '2147121', '3882715']"
搞怪,"['1760104', '3882715']"
金盘,"['1308752', '3882715']"
经纶,['3882715']
满腹经纶,['3882715']
李大嘴,['3882715']
屋檐,"['1483507', '3882715', '4059245']"
檐下,"['1483507', '3882715', '4059245']"
屋檐下,"['1483507', '3882715', '4059245']"
眼泪,['3882715']
观众们,"['1309054', '3882715']"
王莎莎,['3882715']
范明,['3882715']
于娟,['3882715']
张青,['3882715']
吴明,['3882715']
霍曼迪,['3882715']
徐贤海,['3882715']
梁振亚,['3882715']
刘亚津,['3882715']
俞白眉,['3882715']
王庆,['3882715']
向东,['3882715']
刘旭,['3882715']
张跃,['3882715']
甄麦娟,['3882715']
刘敏,['3882715']
蒋卉,['3882715']
唐静,['3882715']
娄茗,['3882715']
沈怀玲,['3882715']
杨树,['3882715']
杨树泉,['3882715']
曾惠,['3882715']
王彦波,['3882715']
王修浩,['3882715']
裴庆臣,['3882715']
胡宁芳,['3882715']
洪剑涛,['3882715']
田玲,['3882715']
程娇,['3882715']
王超,['3882715']
唐浚,['3882715']
王向明,['3882715']
陈铮,['3882715']
吴京安,['3882715']
安佰平,['3882715']
李业勇,['3882715']
长海,['3882715']
邓峰,['3882715']
齐俊生,['3882715']
帅华生,['3882715']
郭振营,['3882715']
马怀平,['3882715']
周炜,['3882715']
林永健,"['1455979', '3882715']"
朱龙广,"['2156663', '3033864', '3882715']"
张滨,['3882715']
赵金鼎,['3882715']
王红波,['3882715']
刘惠,"['1997681', '3882715']"
商子,['3882715']
张茜,['3882715']
李明辉,['3882715']
翔宇,['3882715']
李景琛,['3882715']
李乐衡,['3882715']
邵芳,['3882715']
钟久夫,['3882715']
赵旭,['3882715']
黄晓娟,['3882715']
白志迪,['3882715']
周明汕,['3882715']
周冬齐,"['2148619', '3882715']"
周颖,['3882715']
夏嘉伟,['3882715']
白玉,"['1307849', '1431719', '3314870', '3882715']"
马锐,['3882715']
周小刚,"['1305224', '3882715']"
胡小庭,['3882715']
邱晨,['3882715']
张楠,['3882715']
李晓强,['3882715']
张婷,['3882715']
陈智彬,['3882715']
孙鹏,"['2156704', '3882715']"
刘立,['3882715']
淇,['3882715']
陈小雷,['3882715']
周童,['3882715']
宋思嘉,['3882715']
王嘉嘉,['3882715']
邵峰,['3882715']
王丽云,['3882715']
原铭,['3882715']
张乔,['3882715']
玫,['3882715']
凌潇肃,['3882715']
綦小卉,['3882715']
吴明鸿,['3882715']
郑美林,['3882715']
刘向东,['3882715']
程娇娥,['3882715']
柳长海,['3882715']
马爱国,['3882715']
商子见,['3882715']
许翔宇,['3882715']
于又川,['3882715']
刘立淇,['3882715']
张乔玫,['3882715']
CBS,['3990470']
频道,['3990470']
热门,"['2046839', '3990470']"
情景喜剧,"['3901388', '3990470']"
四位,"['1304397', '1927369', '2357708', '3990470']"
物理,"['2270390', '2369845', '3990470']"
本季,['3990470']
呆子,['3990470']
极圈,['3990470']
北极圈,['3990470']
科学考察,['3990470']
森卓斯基,['3990470']
劳奇,['3990470']
马林纳,['3990470']
惠顿,['3990470']
翠,['3990470']
希弗,['3990470']
梅丽莎·劳奇,['3990470']
朱迪·格雷尔,"['2132120', '3078609', '3990470']"
约书亚·马林纳,['3990470']
威尔·惠顿,['3990470']
翠西亚·希弗,['3990470']
斯坦·李,"['1866475', '3990470']"
恍如,['3560787']
汪洋,"['1294037', '3560787']"
一片汪洋,"['1294037', '3560787']"
凭栏,['3560787']
远眺,['3560787']
消磨时光,['3560787']
几无,['3560787']
上涨,['3560787']
加盖,['3560787']
摞,['3560787']
积木,['3560787']
有如,"['1408100', '3560787']"
矗立,"['1292226', '3560787']"
巨塔,['3560787']
搬运,['3560787']
家具,['3560787']
烟斗,['3560787']
水中,"['1431685', '3560787', '3804746']"
取回,"['1295340', '1304608', '1478926', '2976123', '3560787']"
闸门,['3560787']
不断涌现,['3560787']
下沉,['3560787']
沉在,['3560787']
动画短片,"['1408100', '1434184', '1470591', '1963067', '1963070', '3560787', '4074158']"
久仁生,['3560787']
平田研,['3560787']
robot,['3560787']
jp,['3560787']
tsumiki,['3560787']
小屋,"['1306526', '1470591', '1474180', '3560787']"
回忆积木小屋,['3560787']
www.robot.co.jp,['3560787']
东土,['1418019']
傲来,['1418019']
国有,['1418019']
花果,"['1418019', '2156663']"
花果山,"['1418019', '2156663']"
一尊,['1418019']
石猴,"['1418019', '2156663']"
日精,['1418019']
月华,['1418019']
化身为,['1418019']
神猴,['1418019']
音,['1418019']
山中,"['1316580', '1418019', '1782006']"
猴孙,['1418019']
求得,"['1418019', '1466394']"
孙大圣,['1418019']
求来,['1418019']
大禹,['1418019']
治水,['1418019']
禹治水,['1418019']
大禹治水,['1418019']
定海,['1418019']
神针,['1418019']
定海神针,['1418019']
东海龙王,['1418019']
心有,"['1300064', '1418019']"
玉帝,"['1418019', '1428581', '2156663']"
玉皇,['1418019']
玉皇大帝,['1418019']
太白,"['1418019', '2156663']"
白金,"['1418019', '2156663', '2978224']"
金星,"['1418019', '2156663']"
太白金星,"['1418019', '2156663']"
下界,['1418019']
招安,"['1418019', '2156663']"
许以,['1418019']
爵位,['1418019']
有诈,['1418019']
欣然前往,['1418019']
养马,['1418019']
弼,['1418019']
马温,['1418019']
受骗,['1418019']
猴王,['1418019']
反下,['1418019']
天兵,['1418019']
天将,['1418019']
天兵天将,['1418019']
西游记,"['1418019', '2156663']"
历时,"['1292281', '1418019', '1578685']"
捷克斯洛伐克,['1418019']
卡罗维,['1418019']
发利,['1418019']
年度,"['1418019', '3805953']"
杰出,"['1418019', '1947144', '2297265', '3805953']"
1982,['1418019']
厄瓜多尔,['1418019']
四届,['1418019']
第四届,['1418019']
三等,['1418019']
三等奖,['1418019']
二届,"['1418019', '2156754']"
第二届,"['1418019', '2156754']"
万籁,"['1418019', '1963067']"
万籁鸣,['1418019']
李克弱,['1418019']
李梓,['1418019']
广宁,"['1418019', '1428581']"
天宫,"['1323749', '1418019', '2156663']"
大闹天宫,"['1418019', '2156663']"
刘广宁,"['1418019', '1428581']"
为免,"['1294114', '1307868', '2055017']"
回想,"['1291588', '2055017']"
明相,['2055017']
东明,"['2055017', '3305873']"
骑上,"['1300395', '1309015', '2055017']"
高雄,"['1293765', '1296011', '1300741', '1394324', '2055017']"
逆风,['2055017']
环岛,['2055017']
环岛旅行,['2055017']
所遇,['2055017']
美不胜收,['2055017']
影像,"['1295384', '1296157', '2055017']"
工作者,['2055017']
一意,"['2055017', '3264045']"
一心一意,['2055017']
太平,"['1295120', '1295292', '1307849', '1434184', '2055017', '2148391', '2154859', '3279107']"
太平洋,"['1295120', '1295292', '1434184', '2055017', '2148391']"
捕捉,"['1293764', '2055017']"
入镜,['2055017']
立陶宛,['2055017']
女模特,['2055017']
花莲,['2055017']
导游,"['1790373', '2055017', '2212156']"
盒饭,"['1468154', '2055017']"
下岗女工,['2055017']
更深一层,['2055017']
练习曲,['2055017']
陈怀恩,['2055017']
陈怀,['2055017']
恩东,['2055017']
杨丽音,['2055017']
Nien,['2055017']
Jen,"['2033822', '2055017']"
Wu,['2055017']
许效,['2055017']
舜,['2055017']
黄健,['2055017']
张惠春,['2055017']
洪流,"['1294194', '2055017']"
胡德夫,['2055017']
东明相,"['2055017', '3305873']"
吴念真Nien-JenWu,['2055017']
许效舜,['2055017']
黄健和,['2055017']
化学物质,['1845625']
流到,['1845625']
下水,"['1845625', '1866424']"
地下水,['1845625']
四只,['1845625']
小海,['1845625']
海龟,['1845625']
小海龟,['1845625']
突变,['1845625']
基因突变,['1845625']
站立,['1845625']
行走,"['1845625', '1873750', '3102668']"
斐尔,"['1845625', '2054026']"
拉斐尔,"['1845625', '2054026']"
忍术,['1845625']
忍者,"['1309069', '1845625']"
斯普林,['1845625']
特为,['1845625']
范宝儿,['1845625']
地层,['1845625']
Townsend,['1845625']
Coleman,"['1292279', '1845625']"
Avery,['1845625']
神龟,['1845625']
忍者神龟,['1845625']
别无选择,['1308767']
冒充,"['1305466', '1308767', '1394324']"
洗刷,"['1308767', '1863941', '1947549', '4133814']"
吉尔罗伊马特,['1308767']
奥莎娜,['1308767']
什那,['1308767']
Yevgeni,['1308767']
Sitokhin,['1308767']
马克西姆,"['1301726', '1308767', '3157605']"
谢恩,"['1291840', '1308767']"
辛努,['1308767']
Maniscalco,['1308767']
Dirk,['1308767']
Schoedon,['1308767']
舍甫,"['1301726', '1308767']"
加兹列夫,['1308767']
怀尔德,"['1294136', '1308767']"
埃菲尔,"['1308767', '1927369']"
谍影重重2,['1308767']
约翰·贝德福德·劳埃德,"['1293145', '1308767']"
奥莎娜·阿金什那,['1308767']
YevgeniSitokhin,['1308767']
蒂姆·格里芬,"['1308767', '2144242']"
肖恩·史密斯,['1308767']
马克西姆·科瓦莱夫斯基,"['1301726', '1308767']"
帕特里克·克劳利,['1308767']
乔恩·科林·巴克利,"['1308767', '2028647']"
谢恩·辛努特科,['1308767']
ClaudioManiscalco,['1308767']
DirkSchoedon,['1308767']
伊万·舍甫多夫,"['1301726', '1308767']"
丹尼斯·布尔加兹列夫,['1308767']
尼克·怀尔德,['1308767']
维克多·埃菲尔,"['1308767', '1927369']"
纷争,"['1455979', '1478926', '1878360', '1947091']"
群雄,"['1455979', '4097023']"
两千,"['1455979', '1997679']"
千多,"['1291822', '1455979', '2357719', '2978951']"
两千多,['1455979']
千多年,['1455979']
两千多年,['1455979']
赵国为,['1455979']
攻下,['1455979']
势均力敌,['1455979']
燕国,['1455979']
赵燕,['1455979']
开刀,['1455979']
妇孺,['1455979']
加起,['1455979']
四千,"['1455979', '2978951']"
千余,['1455979']
四千余,['1455979']
梁城,['1455979']
包围,"['1308755', '1455979', '1867335']"
守城,['1455979']
墨家,['1455979']
赵军,['1455979']
守军,"['1455979', '3264045']"
应战,"['1298644', '1455979']"
兼爱,['1455979']
非攻,['1455979']
墨者,['1455979']
革离,['1455979']
刘德,['1455979']
出奇,"['1294621', '1300374', '1308746', '1455979', '4062922']"
制胜,['1455979']
出奇制胜,['1455979']
无功,['1455979']
无功而返,['1455979']
亲自,"['1292704', '1297756', '1309069', '1455979', '1457218']"
练兵,['1455979']
兵器,['1455979']
无不,"['1455979', '2222995', '3011102']"
折服,"['1306541', '1455979', '2157131']"
逸悦,['1455979']
杀气,['1455979']
李树型,['1455979']
邓子峻,['1455979']
酒见,['1455979']
贤,"['1299062', '1455979']"
安圣基,['1455979']
吴奇隆,['1455979']
钱小豪,"['1292895', '1294561', '1455979']"
崔始源,['1455979']
洪天照,['1455979']
于承惠,['1455979']
墨攻,['1455979']
读,"['1297052', '1307955', '1781621']"
初三,"['1297052', '3550132']"
岛雯,['1297052']
看书,['1297052']
借书,['1297052']
卡上,['1297052']
天泽圣司,['1297052']
雯,['1297052']
写诗,['1297052']
夕子,['1297052']
杉村,['1297052']
是雯,['1297052']
小店,"['1297052', '1763134', '2336737']"
圣司,['1297052']
激发,"['1294136', '1297052', '1309015', '1396313', '1946882', '3552028']"
了雯,['1297052']
之念,['1297052']
当圣司,['1297052']
专心,"['1297052', '1301912', '1765009', '1850963']"
当雯,['1297052']
高估,['1297052']
凌晨,"['1293929', '1297052']"
窗边,['1297052']
喜文,['1297052']
本名,"['1291588', '1297052', '3314870']"
阳子,"['1291588', '1297052', '1915312']"
桂树,['1297052']
容莉枝,['1297052']
室井滋,['1297052']
露口茂,['1297052']
饭冢雅弓,"['1291588', '1297052']"
侧耳倾听,['1297052']
本名阳子,"['1291588', '1297052']"
小林桂树,['1297052']
高桥一生,"['1291588', '1297052', '1315570']"
山下容莉枝,['1297052']
宋世杰,['1305355']
大状,['1305355']
敢于,['1305355']
批评,['1305355']
衙门,['1305355']
伸冤,"['1305355', '2156704']"
官场,"['1305355', '2181930']"
昧心,['1305355']
报应,['1305355']
养不大,['1305355']
断然,"['1293702', '1305355', '1856299']"
封笔,['1305355']
满肚,['1305355']
冤情,['1305355']
吴嘉丽,['1305355']
官司,"['1293050', '1293607', '1295318', '1300108', '1305355', '1307697']"
打官司,"['1293607', '1300108', '1305355']"
抄家,['1305355']
送命,['1305355']
吴家丽,"['1292950', '1305355', '4312232']"
审死官,['1305355']
活塞,['1428878']
拉开序幕,"['1428878', '1484760']"
麦坤,['1428878']
路霸,['1428878']
竞争者,['1428878']
极高,['1428878']
目空一切,['1428878']
三辆,['1428878']
点线,['1428878']
终点线,['1428878']
优胜,"['1295815', '1428878']"
胜者,"['1294941', '1428878']"
优胜者,['1428878']
组委,['1428878']
委会,"['1293234', '1302795', '1428878', '1464540']"
组委会,['1428878']
殊死,"['1293537', '1428878', '3908423']"
死战,"['1293475', '1428602', '1428878']"
殊死战,['1428878']
捧得,['1428878']
启程,"['1428878', '2131654', '3250377', '3628370']"
长时间,['1428878']
疲劳,['1428878']
令麦,['1428878']
麦坤东,['1428878']
闯西撞,['1428878']
众车,['1428878']
遗忘,"['1293353', '1303907', '1410556', '1428878', '1434184', '1915312']"
油车,['1428878']
水镇,['1428878']
毁坏,"['1428878', '2003389']"
马路,"['1309044', '1428878']"
保时捷,['1428878']
裁决,"['1428878', '3804746']"
修路,['1428878']
短短几天,['1428878']
路终,['1428878']
乔根,['1428878']
克卢宾,['1428878']
王牌,"['1291838', '1428878']"
接线员,['1428878']
切奇,['1428878']
马林,['1428878']
